id,Date,Complete_Hour,latitude,longitude,PM1,PM2.5,PM10,CO2,TVOC,O3,CO,NO2,CH2O,temperature,humidity
171,10.03.2024,00:04:20,1,1,2,4,4,490,0,0.17,0,0.01,0.03,21.7,89
172,10.03.2024,00:04:35,1,1,3,4,4,492,0,0.18,0,0.01,0.03,21.7,89
173,10.03.2024,00:04:50,1,1,4,5,5,492,0,0.18,0,0.01,0.03,21.9,89
174,10.03.2024,00:05:05,1,1,2,4,4,486,0,0.15,0,0.01,0.03,21.8,89
175,10.03.2024,00:05:20,1,1,1,2,2,487,0,0.12,0,0.01,0.03,21.6,89
176,10.03.2024,00:05:35,1,1,1,2,2,491,0,0.13,0,0.01,0.03,21.8,89
177,10.03.2024,00:05:50,1,1,1,2,2,492,0,0.22,0,0.01,0.03,21.8,89
178,10.03.2024,00:06:05,1,1,1,2,2,499,0,0.13,0,0.01,0.03,21.9,89
179,10.03.2024,00:06:20,1,1,1,2,2,486,0,0.1,0,0.01,0.03,22,89
180,10.03.2024,00:06:35,1,1,1,2,2,503,0,0.14,0,0.01,0.03,22,88
181,10.03.2024,00:06:50,1,1,1,2,2,489,0,0.1,0,0.01,0.03,21.5,89
182,10.03.2024,00:07:05,1,1,1,3,3,490,0,0.09,0,0.01,0.03,21.4,90
183,10.03.2024,00:07:20,1,1,1,2,2,495,0,0.14,0,0.01,0.03,21.2,90
184,10.03.2024,00:07:35,1,1,1,2,2,495,0,0.09,0,0.04,0.03,21.4,90
185,10.03.2024,00:07:50,1,1,1,2,2,500,0,0.16,0,0.14,0.03,21.2,90
186,10.03.2024,00:08:05,1,1,1,2,2,506,0,0.16,0,0.37,0.03,21.3,90
187,10.03.2024,00:08:20,1,1,1,2,2,516,0,0.17,0,0.1,0.03,21.5,89
188,10.03.2024,00:08:35,1,1,1,2,2,511,0,0.15,0,0.01,0.03,21.6,89
189,10.03.2024,00:08:50,1,1,1,2,2,505,0,0.16,0,0.15,0.03,21.7,89
190,10.03.2024,00:09:05,1,1,1,2,2,488,0,0.18,0,0.31,0.03,21.4,89
191,10.03.2024,00:09:20,1,1,1,2,2,497,0,0.18,0,0.12,0.03,21.8,89
192,10.03.2024,00:09:35,1,1,1,2,2,497,0,0.16,0,0.01,0.03,21.9,88
193,10.03.2024,00:09:50,1,1,1,2,2,494,0,0.13,0,0.01,0.03,21.9,88
194,10.03.2024,00:10:05,1,1,1,2,2,494,0,0.14,0,0.01,0.03,21.9,88
195,10.03.2024,00:10:20,1,1,1,2,2,495,0,0.15,0,0.01,0.03,21.5,89
196,10.03.2024,00:10:35,1,1,1,2,2,492,0,0.13,0,0.01,0.03,21.8,89
197,10.03.2024,00:10:50,1,1,1,2,2,497,0,0.13,0,0.01,0.03,21.5,89
198,10.03.2024,00:11:05,1,1,1,2,2,494,0,0.15,0,0.01,0.03,21.6,89
199,10.03.2024,00:11:20,1,1,1,2,2,493,0,0.17,0,0.01,0.03,21.9,88
200,10.03.2024,00:11:35,1,1,1,2,2,491,0,0.18,0,0.01,0.03,21.9,89
201,10.03.2024,00:11:50,1,1,1,3,3,485,0,0.21,0,0.01,0.03,21.8,89
202,10.03.2024,00:12:05,1,1,1,2,2,500,0,0.17,0,0.01,0.03,21.8,89
203,10.03.2024,00:12:21,1,1,1,2,2,497,0,0.13,0,0.01,0.03,21.8,88
204,10.03.2024,00:12:36,1,1,1,2,2,496,0,0.15,0,0.01,0.03,21.8,89
205,10.03.2024,00:12:51,1,1,1,2,2,495,0,0.15,0,0.01,0.03,21.8,89
206,10.03.2024,00:13:06,1,1,1,3,3,487,0,0.18,0,0.01,0.03,21.9,89
207,10.03.2024,00:13:21,1,1,2,4,4,488,0,0.17,0,0.01,0.03,22.1,88
208,10.03.2024,00:13:36,1,1,1,2,2,490,0,0.2,0,0.01,0.03,22.2,88
209,10.03.2024,00:13:51,1,1,1,2,2,493,0,0.13,0,0.01,0.03,22.2,88
210,10.03.2024,00:14:06,1,1,1,2,2,497,0,0.18,0,0.01,0.03,22.1,88
211,10.03.2024,00:14:21,1,1,1,2,2,483,0,0.1,0,0.14,0.03,22.2,88
212,10.03.2024,00:14:36,1,1,1,2,2,479,0,0.11,0,0.01,0.03,22.2,88
213,10.03.2024,00:14:51,1,1,1,2,2,489,0,0.15,0,0.01,0.03,21.8,88
214,10.03.2024,00:15:06,1,1,1,3,3,491,0,0.13,0,0.01,0.03,22.1,88
215,10.03.2024,00:15:21,1,1,1,2,2,493,0,0.15,0,0.01,0.03,22.2,88
216,10.03.2024,00:15:36,1,1,2,4,4,491,0,0.15,0,0.05,0.03,22.1,88
217,10.03.2024,00:15:51,1,1,2,4,4,487,0,0.12,0,0.01,0.03,21.7,89
218,10.03.2024,00:16:06,1,1,2,4,4,492,0,0.11,0,0.01,0.03,22,89
219,10.03.2024,00:16:21,1,1,2,4,4,494,0,0.11,0,0.01,0.03,22,88
220,10.03.2024,00:16:36,1,1,1,3,3,486,0,0.17,0,0.01,0.03,22,88
221,10.03.2024,00:16:51,1,1,2,4,4,492,0,0.12,0,0.01,0.03,21.8,88
222,10.03.2024,00:17:06,1,1,2,4,4,493,0,0.12,0,0.01,0.03,22,88
223,10.03.2024,00:17:21,1,1,2,4,4,497,0,0.15,0,0.01,0.03,22,88
224,10.03.2024,00:17:36,1,1,2,4,4,493,0,0.19,0,0.01,0.03,22.1,88
225,10.03.2024,00:17:51,1,1,2,4,4,485,0,0.24,0,0.01,0.03,21.7,89
226,10.03.2024,00:18:06,1,1,2,4,4,487,0,0.16,0,0.27,0.03,21.4,90
227,10.03.2024,00:18:21,1,1,2,4,4,491,0,0.08,0,0.26,0.03,21.2,91
228,10.03.2024,00:18:36,1,1,2,4,4,485,0,0.11,0,0.2,0.03,21.6,89
229,10.03.2024,00:18:51,1,1,2,4,4,478,0,0.2,0,0.53,0.03,21.5,90
230,10.03.2024,00:19:06,1,1,2,4,4,488,0,0.17,0,0.46,0.03,21.2,90
231,10.03.2024,00:19:21,1,1,2,4,4,501,0,0.2,0,0.01,0.03,21.3,90
232,10.03.2024,00:19:36,1,1,2,4,4,491,0,0.22,0,0.6,0.03,21.3,90
233,10.03.2024,00:19:51,1,1,2,4,4,492,0,0.15,0,0.9,0.03,21.1,90
234,10.03.2024,00:20:06,1,1,1,2,2,490,0,0.17,0,0.81,0.03,21.3,91
235,10.03.2024,00:20:21,1,1,1,2,2,489,0,0.18,0,0.49,0.03,21.6,89
236,10.03.2024,00:20:36,1,1,1,2,2,494,0,0.2,0,0.46,0.03,21.7,89
237,10.03.2024,00:20:51,1,1,1,2,2,498,0,0.2,0,0.22,0.03,21.8,89
238,10.03.2024,00:21:06,1,1,1,2,2,496,0,0.22,0,0.01,0.03,21.7,89
239,10.03.2024,00:21:21,1,1,2,4,4,497,0,0.2,0,0.01,0.03,21.8,89
240,10.03.2024,00:21:36,1,1,2,4,4,488,0,0.24,0,0.01,0.03,21.8,89
241,10.03.2024,00:21:51,1,1,2,4,4,490,0,0.23,0,0.01,0.03,21.9,89
242,10.03.2024,00:22:06,1,1,2,4,4,491,0,0.19,0,0.01,0.03,21.9,89
243,10.03.2024,00:22:21,1,1,2,4,4,494,0,0.14,0,0.01,0.03,21.9,88
244,10.03.2024,00:22:36,1,1,2,4,4,509,0,0.09,0,0.13,0.03,21.7,89
245,10.03.2024,00:22:51,1,1,2,4,4,513,0,0.08,0,0.01,0.03,21.5,89
246,10.03.2024,00:23:07,1,1,2,4,4,509,0,0.15,0,0.01,0.03,21.4,90
247,10.03.2024,00:23:22,1,1,1,3,3,507,0,0.16,0,0.01,0.03,21.5,90
248,10.03.2024,00:23:37,1,1,2,4,4,494,0,0.18,0,0.24,0.03,21.2,90
249,10.03.2024,00:23:52,1,1,1,2,2,485,0,0.18,0,0.56,0.03,21.2,90
250,10.03.2024,00:24:07,1,1,2,4,4,493,0,0.15,0,0.04,0.03,20.9,91
251,10.03.2024,00:24:22,1,1,4,5,5,484,0,0.15,0,0.37,0.03,21.1,91
252,10.03.2024,00:24:37,1,1,2,4,4,481,0,0.14,0,0.83,0.03,21.2,90
253,10.03.2024,00:24:52,1,1,2,4,4,490,0,0.14,0,0.71,0.03,21.4,90
254,10.03.2024,00:25:07,1,1,2,4,4,494,0,0.17,0,0.23,0.03,21.5,90
255,10.03.2024,00:25:22,1,1,2,4,4,489,0,0.17,0,0.01,0.03,21.4,89
256,10.03.2024,00:25:37,1,1,2,4,4,488,0,0.19,0,0.01,0.03,21.5,89
257,10.03.2024,00:25:52,1,1,2,4,4,493,0,0.15,0,0.29,0.03,21.5,89
258,10.03.2024,00:26:07,1,1,2,4,4,499,0,0.15,0,0.05,0.02,21.4,90
259,10.03.2024,00:26:22,1,1,2,4,4,500,0,0.18,0,0.01,0.03,21.4,89
260,10.03.2024,00:26:37,1,1,1,2,2,495,0,0.22,0,0.01,0.03,21.4,90
261,10.03.2024,00:26:52,1,1,1,2,2,495,0,0.2,0,0.01,0.03,21.6,89
262,10.03.2024,00:27:07,1,1,1,2,2,503,0,0.21,0,0.26,0.03,21.2,90
263,10.03.2024,00:27:22,1,1,1,2,2,493,0,0.16,0,0.71,0.03,21.3,90
264,10.03.2024,00:27:37,1,1,1,2,2,508,0,0.17,0,0.57,0.03,21.2,90
265,10.03.2024,00:27:52,1,1,2,4,4,494,0,0.18,0,0.82,0.03,20.9,91
266,10.03.2024,00:28:07,1,1,2,4,4,487,0,0.19,0,0.58,0.03,20.7,92
267,10.03.2024,00:28:22,1,1,2,4,4,492,0,0.21,0,0.09,0.03,21.1,91
268,10.03.2024,00:28:37,1,1,2,4,4,491,0,0.17,0,0.17,0.03,21.3,90
269,10.03.2024,00:28:52,1,1,2,4,4,496,0,0.17,0,0.16,0.03,21.3,90
270,10.03.2024,00:29:07,1,1,2,4,4,499,0,0.21,0,0.01,0.03,21.5,89
271,10.03.2024,00:29:22,1,1,1,2,2,495,0,0.2,0,0.3,0.03,20.8,91
272,10.03.2024,00:29:37,1,1,1,2,2,497,0,0.2,0,0.16,0.03,21,91
273,10.03.2024,00:29:52,1,1,1,2,2,498,0,0.24,0,0.42,0.03,21.2,90
274,10.03.2024,00:30:07,1,1,2,4,4,493,0,0.25,0,0.41,0.03,21.4,90
275,10.03.2024,00:30:22,1,1,2,4,4,490,0,0.2,0,0.46,0.03,21.3,90
276,10.03.2024,00:30:37,1,1,2,4,4,493,0,0.17,0,0.53,0.03,21.3,90
277,10.03.2024,00:30:52,1,1,2,4,4,483,0,0.19,0,0.68,0.03,21,91
278,10.03.2024,00:31:07,1,1,1,2,2,489,0,0.21,0,0.9,0.03,21.1,90
279,10.03.2024,00:31:22,1,1,1,2,2,491,0,0.17,0,2.9,0.03,20.5,92
