id,Date,Complete_Hour,latitude,longitude,PM1,PM2.5,PM10,CO2,TVOC,O3,CO,NO2,CH2O,temperature,humidity
169,10.03.2024,00:03:50,1,1,2,68,4,413,526,0.42,50,0.01,0.03,21.6,89
170,10.03.2024,00:04:05,1,1,2,47,4,424,503,0.42,51.7,0.01,0.03,21.6,90
171,10.03.2024,00:04:20,1,1,2,45,4,426,405,0.43,53.4,0.01,0.03,21.7,89
172,10.03.2024,00:04:35,1,1,3,47,4,426,352,0.43,55.1,0.01,0.03,21.7,89
173,10.03.2024,00:04:50,1,1,4,48,5,432,375,0.45,50,0.01,0.03,21.9,89
174,10.03.2024,00:05:05,1,1,2,68,4,439,450,0.45,51.7,0.01,0.03,21.8,89
175,10.03.2024,00:05:20,1,1,1,47,2,446,282,0.46,52.5,0.01,0.03,21.6,89
176,10.03.2024,00:05:35,1,1,1,76,2,448,418,0.46,0,0.01,0.03,21.8,89
177,10.03.2024,00:05:50,1,1,1,74,2,448,415,0.47,0,0.01,0.03,21.8,89
178,10.03.2024,00:06:05,1,1,1,76,2,450,376,0.47,0,0.01,0.03,21.9,89
179,10.03.2024,00:06:20,1,1,1,76,2,456,291,0.46,0,0.01,0.03,22,89
180,10.03.2024,00:06:35,1,1,1,74,2,456,383,0.47,0,0.01,0.03,22,88
181,10.03.2024,00:06:50,1,1,1,76,2,464,349,0.47,0,0.01,0.03,21.5,89
182,10.03.2024,00:07:05,1,1,1,76,3,467,427,0.48,0.9,0.01,0.03,21.4,90
183,10.03.2024,00:07:20,1,1,1,69,2,475,494,0.48,0.6,0.01,0.03,21.2,90
184,10.03.2024,00:07:35,1,1,1,68,2,480,517,0.48,0.8,0.04,0.03,21.4,90
185,10.03.2024,00:07:50,1,1,1,60,2,500,387,0.48,1.1,0.14,0.03,21.2,90
186,10.03.2024,00:08:05,1,1,1,68,2,542,553,0.49,1.5,0.37,0.03,21.3,90
187,10.03.2024,00:08:20,1,1,1,69,2,531,279,0.51,1.8,0.1,0.03,21.5,89
188,10.03.2024,00:08:35,1,1,1,72,2,524,450,0.5,2.2,0.01,0.03,21.6,89
189,10.03.2024,00:08:50,1,1,1,74,2,522,418,0.5,2.5,0.15,0.03,21.7,89
190,10.03.2024,00:09:05,1,1,1,76,2,519,345,0.52,2.9,0.31,0.03,21.4,89
191,10.03.2024,00:09:20,1,1,1,76,2,515,307,0.54,3.3,0.12,0.03,21.8,89
192,10.03.2024,00:09:35,1,1,1,69,2,519,540,0.47,3.8,0.01,0.03,21.9,88
193,10.03.2024,00:09:50,1,1,1,68,2,523,306,0.45,4.2,0.01,0.03,21.9,88
194,10.03.2024,00:10:05,1,1,1,60,2,521,473,0.41,4.7,0.01,0.03,21.9,88
195,10.03.2024,00:10:20,1,1,1,68,2,512,533,0.31,6.2,0.01,0.03,21.5,89
196,10.03.2024,00:10:35,1,1,1,69,2,510,432,0.17,6.7,0.01,0.03,21.8,89
197,10.03.2024,00:10:50,1,1,1,74,2,511,377,0.18,7.3,0.01,0.03,21.5,89
198,10.03.2024,00:11:05,1,1,1,76,2,513,395,0.17,7.9,0.01,0.03,21.6,89
199,10.03.2024,00:11:20,1,1,1,76,2,511,489,0.17,8.5,0.01,0.03,21.9,88
200,10.03.2024,00:11:35,1,1,1,76,2,500,482,0.21,9.8,0.01,0.03,21.9,89
201,10.03.2024,00:11:50,1,1,1,76,3,500,290,0.22,10.5,0.01,0.03,21.8,89
202,10.03.2024,00:12:05,1,1,1,60,2,500,333,0.21,11.2,0.01,0.03,21.8,89
203,10.03.2024,00:12:21,1,1,1,68,2,501,525,0.22,11.9,0.01,0.03,21.8,88
204,10.03.2024,00:12:36,1,1,1,69,2,491,500,0.21,9.8,0.01,0.03,21.8,89
205,10.03.2024,00:12:51,1,1,1,74,2,498,470,0.22,6.2,0.01,0.03,21.8,89
206,10.03.2024,00:13:06,1,1,1,76,3,502,557,0.23,6.7,0.01,0.03,21.9,89
207,10.03.2024,00:13:21,1,1,2,76,4,507,480,0.22,6.2,0.01,0.03,22.1,88
208,10.03.2024,00:13:36,1,1,1,69,2,508,455,0.22,6.7,0.01,0.03,22.2,88
209,10.03.2024,00:13:51,1,1,1,69,2,500,463,0.23,7.3,0.01,0.03,22.2,88
210,10.03.2024,00:14:06,1,1,1,74,2,500,481,0.25,7.9,0.01,0.03,22.1,88
211,10.03.2024,00:14:21,1,1,1,76,2,508,309,0.24,8.5,0.14,0.03,22.2,88
212,10.03.2024,00:14:36,1,1,1,76,2,498,298,0.23,9.8,0.01,0.03,22.2,88
213,10.03.2024,00:14:51,1,1,1,76,2,501,277,0.23,10.5,0.01,0.03,21.8,88
214,10.03.2024,00:15:06,1,1,1,76,3,499,370,0.23,11.2,0.01,0.03,22.1,88
215,10.03.2024,00:15:21,1,1,1,60,2,497,478,0.23,11.9,0.01,0.03,22.2,88
216,10.03.2024,00:15:36,1,1,2,68,4,498,404,0.24,15.8,0.05,0.03,22.1,88
217,10.03.2024,00:15:51,1,1,2,69,4,498,448,0.25,16.7,0.01,0.03,21.7,89
218,10.03.2024,00:16:06,1,1,2,64,4,504,391,0.24,17.5,0.01,0.03,22,89
219,10.03.2024,00:16:21,1,1,2,76,4,498,422,0.26,18.4,0.01,0.03,22,88
220,10.03.2024,00:16:36,1,1,1,69,3,493,377,0.26,19.3,0.01,0.03,22,88
221,10.03.2024,00:16:51,1,1,2,68,4,490,524,0.27,20.2,0.01,0.03,21.8,88
222,10.03.2024,00:17:06,1,1,2,76,4,486,293,0.26,21.1,0.01,0.03,22,88
223,10.03.2024,00:17:21,1,1,2,69,4,486,483,0.28,22.1,0.01,0.03,22,88
224,10.03.2024,00:17:36,1,1,2,68,4,482,417,0.29,31.3,0.01,0.03,22.1,88
225,10.03.2024,00:17:51,1,1,2,47,4,482,440,0.28,36,0.01,0.03,21.7,89
226,10.03.2024,00:18:06,1,1,2,45,4,475,414,0.21,39.7,0.27,0.03,21.4,90
227,10.03.2024,00:18:21,1,1,2,47,4,475,295,0.22,40.9,0.26,0.03,21.2,91
228,10.03.2024,00:18:36,1,1,2,48,4,467,333,0.21,44.8,0.2,0.03,21.6,89
229,10.03.2024,00:18:51,1,1,2,49,4,475,301,0.22,49,0.53,0.03,21.5,90
230,10.03.2024,00:19:06,1,1,2,53,4,480,561,0.21,54.9,0.46,0.03,21.2,90
231,10.03.2024,00:19:21,1,1,2,54,4,480,339,0.22,51,0.01,0.03,21.3,90
232,10.03.2024,00:19:36,1,1,2,57,4,486,563,0.23,51,0.6,0.03,21.3,90
233,10.03.2024,00:19:51,1,1,2,59,4,490,484,0.28,51,0.9,0.03,21.1,90
234,10.03.2024,00:20:06,1,1,1,60,2,490,525,0.31,53,0.81,0.03,21.3,91
235,10.03.2024,00:20:21,1,1,1,68,2,490,553,0.3,53,0.49,0.03,21.6,89
236,10.03.2024,00:20:36,1,1,1,68,2,492,531,0.31,53,0.46,0.03,21.7,89
237,10.03.2024,00:20:51,1,1,1,47,2,485,293,0.32,50,0.22,0.03,21.8,89
238,10.03.2024,00:21:06,1,1,1,76,2,486,465,0.32,49.7,0.01,0.03,21.7,89
239,10.03.2024,00:21:21,1,1,2,74,4,486,327,0.37,47.6,0.01,0.03,21.8,89
240,10.03.2024,00:21:36,1,1,2,76,4,482,310,0.37,45.4,0.01,0.03,21.8,89
241,10.03.2024,00:21:51,1,1,2,76,4,482,556,0.38,43.2,0.01,0.03,21.9,89
242,10.03.2024,00:22:06,1,1,2,74,4,475,354,0.38,41,0.01,0.03,21.9,89
243,10.03.2024,00:22:21,1,1,2,76,4,475,299,0.39,38.8,0.01,0.03,21.9,88
244,10.03.2024,00:22:36,1,1,2,76,4,469,399,0.4,36.6,0.13,0.03,21.7,89
245,10.03.2024,00:22:51,1,1,2,69,4,469,498,0.4,34.4,0.01,0.03,21.5,89
246,10.03.2024,00:23:07,1,1,2,68,4,463,521,0.41,32.2,0.01,0.03,21.4,90
247,10.03.2024,00:23:22,1,1,1,47,3,463,302,0.45,30,0.01,0.03,21.5,90
248,10.03.2024,00:23:37,1,1,2,45,4,458,522,0.4,27.8,0.24,0.03,21.2,90
249,10.03.2024,00:23:52,1,1,1,47,2,458,556,0.42,31.3,0.56,0.03,21.2,90
250,10.03.2024,00:24:07,1,1,2,48,4,447,463,0.41,33,0.04,0.03,20.9,91
251,10.03.2024,00:24:22,1,1,4,68,5,442,520,0.41,34.7,0.37,0.03,21.1,91
252,10.03.2024,00:24:37,1,1,2,47,4,434,346,0.41,36.4,0.83,0.03,21.2,90
253,10.03.2024,00:24:52,1,1,2,76,4,434,402,0.41,38.1,0.71,0.03,21.4,90
254,10.03.2024,00:25:07,1,1,2,74,4,428,455,0.42,39.8,0.23,0.03,21.5,90
255,10.03.2024,00:25:22,1,1,2,76,4,428,395,0.42,41.5,0.01,0.03,21.4,89
256,10.03.2024,00:25:37,1,1,2,76,4,418,475,0.43,43.2,0.01,0.03,21.5,89
257,10.03.2024,00:25:52,1,1,2,74,4,418,557,0.43,44.9,0.29,0.03,21.5,89
258,10.03.2024,00:26:07,1,1,2,76,4,409,434,0.45,46.6,0.05,0.02,21.4,90
259,10.03.2024,00:26:22,1,1,2,76,4,409,558,0.45,48.3,0.01,0.03,21.4,89
260,10.03.2024,00:26:37,1,1,1,69,2,413,442,0.46,50,0.01,0.03,21.4,90
261,10.03.2024,00:26:52,1,1,1,68,2,413,291,0.46,51.7,0.01,0.03,21.6,89
262,10.03.2024,00:27:07,1,1,1,60,2,416,557,0.47,53.4,0.26,0.03,21.2,90
263,10.03.2024,00:27:22,1,1,1,68,2,419,380,0.47,55.1,0.71,0.03,21.3,90
264,10.03.2024,00:27:37,1,1,1,69,2,415,552,0.46,50,0.57,0.03,21.2,90
265,10.03.2024,00:27:52,1,1,2,72,4,413,295,0.47,51.7,0.82,0.03,20.9,91
266,10.03.2024,00:28:07,1,1,2,74,4,411,507,0.47,52.5,0.58,0.03,20.7,92
267,10.03.2024,00:28:22,1,1,2,76,4,406,555,0.48,52.6,0.09,0.03,21.1,91
268,10.03.2024,00:28:37,1,1,2,76,4,403,412,0.48,52.8,0.17,0.03,21.3,90
269,10.03.2024,00:28:52,1,1,2,69,4,403,539,0.48,52.9,0.16,0.03,21.3,90
270,10.03.2024,00:29:07,1,1,2,68,4,403,487,0.48,53.1,0.01,0.03,21.5,89
271,10.03.2024,00:29:22,1,1,1,60,2,398,268,0.49,53.2,0.3,0.03,20.8,91
272,10.03.2024,00:29:37,1,1,1,68,2,398,335,0.51,53.4,0.16,0.03,21,91
273,10.03.2024,00:29:52,1,1,1,69,2,402,310,0.5,53.5,0.42,0.03,21.2,90
274,10.03.2024,00:30:07,1,1,2,74,4,406,519,0.5,53.7,0.41,0.03,21.4,90
